OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10 
-,199,0,0,0,0,0,0,0,0,0
+,7897,7439,9136,1542,57,3658,1812,5107,6691,3594
+,7290,1337,443,9750,7208,2485,7278,8460,1387,2410
+,9143,3943,8306,7241,2457,4632,8740,4413,4400,2934
+,2702,177,4767,2326,6594,8092,6307,9041,1203,9959
+,5415,4376,6741,6039,9061,9265,605,515,3955,3049
+,3840,2438,728,5188,4693,4247,4348,9677,2604,3094
+,3590,9599,5219,2639,4526,6960,9792,817,9117,3665
+,7417,4017,5071,7212,2746,4086,3769,4514,1772,744
+,3892,2473,2017,6276,9373,8681,7726,501,9300,4215
+,2045,4255,9446,8776,186,4883,3569,50,340,8482
+,3736,1181,468,203,350,7793,766,3287,1523,7275
+,5014,1420,3168,2270,643,3311,4861,3250,7844,9941
+,1352,3994,9739,8874,8896,7078,3541,1091,517,3347
+,9501,5897,6038,3358,2922,4085,9310,1346,2108,920
+,7121,2602,1642,9529,8386,8682,6310,5792,2639,3648
+,9637,541,9878,3097,5921,6647,6930,1179,3499,4194
+,8405,5335,7514,5611,2948,6462,4613,129,3029,9481
+,14,8918,4412,9090,6898,5695,6,9837,1250,7612
+,2112,6142,2319,7389,5279,7980,7396,4960,6720,8004
+,9285,3545,2734,9466,108,6477,6690,6479,2367,7528
+,8095,9979,562,488,5146,9393,6123,8523,2971,5351
+,5233,4110,6632,8292,7736,3095,5135,6229,1586,3924
+,6576,507,2078,9594,847,5424,3128,8530,749,6139
+,5108,2836,6715,6983,7094,5486,866,4439,2684,3372
+,5750,2354,8838,4435,4244,712,2630,7737,7750,7706
+,7909,4448,9895,6694,985,6425,6511,8748,2639,4693
-,896,0,0,0,0,0,0,0,0,0
+,6297,4884,6732,7975,4526,1398,5949,5387,5071,7454
+,1731,1880,9841,1098,5968,4066,436,4338,2773,19
-,421,0,0,0,0,0,0,0,0,0
+,7105,5098,8231,6335,6832,6070,511,7582,5022,1543
+,9763,9842,1115,165,9700,4890,7364,2859,9115,3839
+,8881,7849,5997,5108,6319,4433,3613,4050,3170,7753
+,6280,9849,1928,9112,9620,3739,2504,3539,5653,2455
+,8872,3996,6165,2537,9914,6945,5858,1818,6422,2482
+,1363,7630,2576,6611,3504,2203,2197,566,5792,3068
-,871,0,0,0,0,0,0,0,0,0
+,7473,1528,556,8953,5070,7431,7116,9426,3015,9948
+,253,7078,6438,1032,5055,5064,5935,151,4514,1072
-,154,0,0,0,0,0,0,0,0,0
+,5356,9228,9890,3202,9372,6417,2512,1020,403,3154
+,384,6971,6758,4739,9573,4748,3581,2861,4202,2657
+,3568,406,367,6459,2746,8716,2525,4998,4039,2105
+,4775,4503,9717,9389,1956,5527,7163,4342,8090,9273
+,6673,4067,6726,5623,8040,4711,1136,2021,2391,2366
+,9891,397,2268,9422,8587,8238,8499,4090,3068,7456
+,5099,5073,8640,1204,3715,8718,7650,3838,4268,2639
+,305,7541,8499,3086,5378,4136,3125,3901,8875,8107
+,7732,9426,5553,8393,137,1416,6039,5103,5608,271
+,6616,9587,1110,2708,8757,7226,1938,5766,4696,5805
+,9776,2683,3128,6409,8787,3360,9209,7086,4319,9127
+,6751,6706,4885,2460,400,5965,2412,2492,2858,6634
+,9287,5794,6909,5992,1020,2954,8583,5104,5529,6790
+,2738,9223,7941,49,3360,6305,3797,4128,2478,1
+,3134,4161,395,7950,2204,4472,8019,6895,662,7233
+,6172,8741,2114,9397,6743,6759,1076,9708,9474,7642
+,4886,7074,2170,4084,7381,5535,5459,4791,8734,7177
+,2771,2099,5472,9331,3125,7976,6959,7970,3574,7346
+,4596,2897,683,8382,6495,4209,2480,9398,8189,520
+,1882,5418,1155,8915,9275,5523,2195,6577,670,4758
+,7776,857,991,9567,9387,1121,7676,1666,5914,8565
-,191,0,0,0,0,0,0,0,0,0
+,5394,2983,87,8972,6921,2393,771,2816,9309,7286
+,8895,5581,2397,5283,6059,8868,6673,8457,5343,3666
+,6289,4717,1589,9517,5989,4281,9137,1443,9331,4317
+,5095,5176,8216,474,5213,1423,2912,1262,1883,4452
+,4443,5449,6194,4586,2904,2802,4657,1647,6983,861
+,9973,6468,966,3798,9393,873,192,1593,8793,3568
+,5551,1898,7902,1644,2993,7665,6149,3155,7074,6747
+,3252,6201,5414,9234,2446,3077,7426,1390,1373,9231
+,358,4044,9234,1186,681,3075,9032,7914,2457,3688
+,1140,6293,511,5374,6013,4995,3549,512,3923,4611
+,1759,8520,5949,9134,2865,1280,4682,1680,3293,2552
+,6972,8157,5268,247,5146,1951,1073,3451,4538,7163
+,3708,8151,3145,7847,333,2681,9250,9388,5188,2755
+,2649,7193,7733,4408,351,4087,1124,5974,6761,2267
+,2849,2390,8519,3020,1636,1877,798,5164,8758,2732
-,575,0,0,0,0,0,0,0,0,0
-,750,0,0,0,0,0,0,0,0,0
+,2603,1077,5343,7602,8071,2200,672,7888,6063,1088
+,8862,7184,4882,4352,7047,5581,8299,2233,8248,4915
+,6161,1275,4952,9027,5925,603,2650,3732,8614,1902
+,178,7894,6513,6398,4736,8469,7833,4076,5403,7306
+,8099,9842,8061,8513,436,3280,4663,3656,9271,9863
+,4445,8299,586,7052,9340,7894,6369,961,5721,6748
+,9158,1178,4705,4001,86,3732,6121,3259,7861,4390
+,6721,1524,8379,1302,2937,8772,6770,8267,1628,7181
+,1611,6058,1425,3086,5011,959,6446,3757,4455,6590
+,3457,7612,5619,5879,6726,6058,5675,5838,8602,1418
+,9759,6113,1804,5943,2699,3350,9883,9151,340,3436
+,8265,2562,8013,6015,2992,1605,7892,7546,4196,3569
+,2494,5451,9578,4271,7533,3857,9304,6599,828,9186
+,3018,4774,9903,8256,806,2270,3538,6107,2028,6974
+,3621,6384,9006,7099,2627,4242,4368,6661,4375,3759
+,1448,7819,4890,9648,6435,1401,7423,6693,3392,4292
+,2471,4316,2008,4508,6239,6068,4039,639,6578,8144
+,5736,9934,8412,5543,3615,7306,6714,2275,4135,9048
+,8286,7515,9308,670,7120,2352,5370,2492,3456,9416
-,211,0,0,0,0,0,0,0,0,0
+,2870,5081,6549,4909,2907,7040,2065,4957,6187,1894
+,2357,7332,4620,3553,2816,5243,400,6302,8518,7540
+,7149,9483,8792,8570,8380,1700,8336,6021,4115,3815
+,1225,5774,2921,3768,9481,406,1103,3986,6172,5151
+,2066,7239,4903,802,4640,1500,4167,1376,2552,129
+,2514,4154,5960,139,6623,3726,7560,7170,5939,1587
+,1711,4946,1855,5992,697,7548,3696,5583,4958,4567
+,3933,464,5122,7720,6196,8547,7326,5309,1938,8452
+,4716,6206,401,6557,4359,7364,5133,6575,4845,6623
+,9386,4352,4860,7057,5525,2105,7379,1930,5966,4835
-,152,0,0,0,0,0,0,0,0,0
+,8733,1575,2880,1395,7816,8212,4919,7007,2175,6733
+,4005,8692,4007,6066,7981,6568,1849,160,2581,8174
+,9659,5361,8263,8935,1587,9657,4766,5619,8141,2183
+,543,6718,6001,8952,3111,9528,8447,8626,3129,7076
+,8029,2063,2709,8565,3342,5389,6348,9048,8460,402
+,2657,3541,8324,357,2183,823,9232,220,6294,7843
-,475,0,0,0,0,0,0,0,0,0
+,5681,1946,6827,6606,3568,1886,7811,7828,3407,6005
+,8435,499,8672,2151,7016,8100,1217,3660,8511,4656
+,6426,1393,8548,2350,8952,4377,9873,4546,7435,1969
+,8520,7326,3071,8555,3328,3793,1223,9461,9966,4623
+,6498,5794,3297,6246,9681,2469,6133,5692,9529,6103
-,215,0,0,0,0,0,0,0,0,0
+,7991,7181,4983,76,6406,8409,9311,8773,8975,995
+,1052,2027,762,9189,1472,4980,8073,149,1336,7230
-,633,0,0,0,0,0,0,0,0,0
+,6593,1075,2489,3317,7468,2599,2970,3293,2717,7450
+,7098,5959,9086,5213,7115,319,1213,569,4941,3370
-,681,0,0,0,0,0,0,0,0,0
+,2501,5582,1304,9724,9145,4245,269,1459,7471,6973
+,2868,4812,3655,6822,1307,5720,3473,358,3789,3643
+,3100,355,1676,1527,8762,1476,8398,2431,3032,9024
+,9976,4775,9843,3232,6751,6172,7323,3539,1972,9445
+,5270,2465,6271,8325,8737,8281,7204,5773,2182,6023
+,8883,6182,1304,7118,4819,2432,7130,290,2855,6155
+,6330,6785,7954,3077,4627,9861,8742,4436,1098,1069
+,6510,7229,4797,369,5740,3013,9142,8,1468,2907
+,7220,2705,1595,867,5038,3882,9812,8087,938,8838
+,8701,9220,3741,165,9064,6543,2691,7866,4259,3468
+,4187,3256,6762,2053,8226,8786,6844,871,8139,2078
+,2489,9111,5165,9591,8578,2643,8992,5897,2351,7278
+,4493,2983,7705,7921,7208,305,8524,7826,9507,4961
+,5206,3526,2579,1828,1655,6939,2071,5409,8046,6575
-,470,0,0,0,0,0,0,0,0,0
-,200,0,0,0,0,0,0,0,0,0
+,4210,1093,6357,1556,9261,1615,8344,6657,9267,7412
+,884,543,3991,9355,6909,6719,9677,2084,660,5770
-,719,0,0,0,0,0,0,0,0,0
+,5996,6615,5381,3365,1167,3591,9737,526,5520,4642
-,987,0,0,0,0,0,0,0,0,0
+,1340,6053,4150,9805,8916,6829,5209,7941,5548,3492
+,5445,1330,3192,625,2930,9427,8811,1522,384,8015
+,164,9885,5234,3193,5119,5141,7860,1903,579,6577
+,8116,9080,4130,5916,4902,920,2484,5878,4394,3894
+,8195,8135,8273,4223,651,3402,5765,8236,5991,8242
+,3482,546,172,650,2286,2911,9982,5595,6743,6625
+,3001,8615,6337,3692,8343,4117,5945,4763,8189,9541
+,8340,6583,8465,5965,1898,9601,7300,5427,2265,324
+,2810,533,8388,9528,1109,704,4973,6313,5912,9078
+,9945,3353,6516,9786,2909,5407,221,8903,3495,559
+,5080,738,9849,5026,4384,4967,9580,7762,3302,6162
+,8877,6217,1485,4549,5548,6367,8087,7640,2183,3553
+,9167,8911,2217,6661,6000,1365,8327,1711,8771,8899
+,250,8452,6276,409,5472,8053,1633,8498,1733,4904
+,1071,2764,123,6952,5969,641,8393,1421,6341,1651
+,798,6747,4067,5457,1282,4619,7568,8817,5820,416
+,6850,6650,7443,4036,3984,280,3165,5231,1650,635
+,2168,7551,1615,9311,2894,8412,5911,4664,2209,2235
+,7570,1412,3634,9960,7013,3292,2921,4146,3175,3917
+,3844,6860,7319,9415,209,2434,9645,3586,7621,3501
+,7888,7545,2146,5126,6251,9040,381,4685,1038,3605
+,6119,9390,7459,6902,4057,2193,3126,4166,9621,5222
+,9510,4848,9615,3493,4140,3799,7491,8274,7020,8052
+,3972,4561,6832,1817,5496,6545,9964,7215,4725,9538
+,5101,3200,7185,2655,8870,8227,6995,615,2491,7047
+,5436,3358,8747,637,873,4648,1482,2994,1318,4706
+,6148,8987,996,8777,4496,2550,5853,2802,6023,3723
+,520,7653,466,5141,1692,1398,9116,7306,13,5337
-,177,0,0,0,0,0,0,0,0,0
+,6235,4313,5445,9063,5608,4647,7976,1617,6835,1126
+,3472,8668,2899,764,7628,9856,2714,8940,7616,2549
+,8953,5565,6901,2106,2952,7155,7411,2020,4360,299
+,1179,508,3038,1240,2663,2370,824,8012,7581,9165
+,6752,9306,1336,7719,3876,4792,4203,3183,20,7721
+,5469,2102,4167,3109,6066,8698,3136,7002,7925,9424
+,9035,9045,9291,3402,3295,4371,6901,4951,6592,2305
-,391,0,0,0,0,0,0,0,0,0
+,2940,9924,4619,4057,4540,2972,3393,1516,2932,8766
+,9736,7612,1395,9592,9455,554,8775,6505,5424,3408
+,6794,9227,2421,9568,2651,2321,1686,5857,5090,1014
+,8549,6421,2119,863,9438,7438,3702,8687,5276,8704
+,8907,9173,4355,3634,9127,4767,5052,7966,7517,9899
-,455,0,0,0,0,0,0,0,0,0
+,9648,7260,8750,2630,5578,4028,3805,777,9251,1669
+,9237,7985,9953,6351,2013,9284,5369,8276,5052,7174
-,346,0,0,0,0,0,0,0,0,0
+,1109,6822,6163,8896,5603,7714,4087,7667,5509,2893
+,5877,5995,1253,9040,8708,2575,9914,9845,7019,7553
+,1647,7682,3005,6382,6670,2432,2367,4634,3531,9524
+,9036,603,2405,3108,8432,9257,8817,6002,2340,1005
+,8400,5404,3277,9604,7131,8542,1520,9110,4040,6420
+,5781,7016,401,911,1090,8936,9625,9341,9886,6952
+,1725,6456,8553,2320,8851,2083,5707,5914,7396,389
+,7544,6839,6797,9937,4420,1583,6674,6583,9060,1855
+,9904,4414,1611,2693,3999,7739,4827,2468,4901,2594
+,3321,5243,4417,2107,6711,843,4622,4499,8337,502
-,926,0,0,0,0,0,0,0,0,0
+,4713,1111,4856,4052,3848,7894,3804,5864,9449,8068
+,8064,79,4110,7125,8573,1598,9946,7585,2021,4132
+,539,1839,462,1652,6970,2322,4671,6295,224,7081
+,1514,4730,6624,3236,7635,6500,6987,5527,200,8080
+,7623,3890,3321,3554,49,9632,6457,1899,5499,4567
+,6,2577,982,3930,455,3756,4532,6513,6978,8778
+,4497,6626,4021,4210,8627,367,2411,46,4983,9780
+,3929,1277,9342,3009,7746,6304,7901,1253,4124,5463
+,9250,5913,682,7146,4653,8424,7532,8114,5287,2013
+,8452,5444,3124,7789,6251,3458,2940,8597,8393,6626
+,4245,1159,1107,3298,5239,2673,5502,8453,469,7065
+,4427,6763,1718,327,84,3435,3565,7324,4559,8506
+,6596,6078,9639,6681,9661,8926,99,4200,7842,7613
+,1015,6905,5773,8862,8861,5640,75,1691,8500,3833
-,296,0,0,0,0,0,0,0,0,0
-,200,0,0,0,0,0,0,0,0,0
+,9542,3585,947,4115,8761,6692,6832,357,5482,8458
+,1788,4893,8568,7793,918,5891,4782,7000,3569,8294
+,7480,7789,1691,1168,60,8256,9342,2076,3219,2040
+,4524,1707,2152,3131,7713,2014,7935,340,4554,8366
+,9978,2774,1409,8502,3556,9604,4242,327,8300,7151
+,8991,5249,2480,561,3715,3702,3729,6383,2901,4728
+,1758,1437,63,6891,6956,9764,5836,3661,8967,1555
+,2257,8446,2592,5901,8927,9031,6171,3483,4684,3147
+,5201,9209,8005,6372,5202,7072,6090,5431,4978,6562
+,5617,5839,7025,6558,8808,4304,1304,8444,2117,1073
+,7940,3902,2220,9167,127,6978,6259,132,8371,2256
+,5705,6168,3915,3963,6185,5714,8188,9710,5611,2716
-,273,0,0,0,0,0,0,0,0,0
+,6009,3078,7592,1921,1212,478,3111,4877,2707,3238
+,9613,9991,7792,6457,4147,1554,5792,2636,6389,9602
+,7526,4094,3504,6690,6453,7408,6842,5952,7679,9621
+,3479,981,834,2713,4488,127,2048,8691,2915,1425
+,3404,2614,3636,8135,9813,9227,9821,34,2088,5140
+,467,9848,1310,5341,4601,1990,8455,2715,8283,1318
+,8603,9765,6365,8005,1468,6555,5471,9427,3145,5941
+,6842,4408,2628,8174,7842,2036,3748,5963,940,9681
+,7174,2595,9664,7386,4882,4402,178,6522,4720,6392
+,6708,9371,9489,8201,1192,3039,4576,5690,7173,3707
+,5992,8090,6584,3293,6302,2967,4386,9908,2639,5540
+,5263,1272,9292,73,439,9654,6356,6243,7706,5692
+,6208,3077,5020,9630,4617,8725,7559,7811,2422,7321
+,676,5556,4334,3134,8270,927,2882,8339,7929,9812
-,460,0,0,0,0,0,0,0,0,0
+,6524,4734,3267,8846,6141,4134,6676,5392,6116,736
+,1703,9932,5062,9011,7488,6877,2284,3601,5303,1203
+,2024,2224,6883,2657,3512,5307,5812,3485,5054,8758
+,7515,1287,7371,1007,6193,6547,6591,219,575,5454
+,8014,267,5453,2398,7261,5418,7619,2968,5593,657
-,261,0,0,0,0,0,0,0,0,0
+,7654,3528,4797,4900,3715,4012,9982,4489,7224,9073
+,6176,1965,2722,8875,1512,7237,8925,9671,17,6804
-,936,0,0,0,0,0,0,0,0,0
+,3499,1495,8796,3758,1389,6787,7509,7023,1702,1865
+,2089,5347,3466,6961,3156,9476,2259,2125,8509,7334
+,4649,7174,2911,1818,4764,924,9249,9877,4598,3120
+,2605,2811,6787,7956,8946,508,5100,5181,4820,6420
+,5420,76,536,2248,6420,6071,908,857,162,4846
+,6000,5214,3947,2610,7180,9143,5091,2664,3639,8642
-,857,0,0,0,0,0,0,0,0,0
+,4642,275,7577,3416,6627,3555,2688,4210,85,5380
+,6585,2137,9133,6768,3830,410,2357,6724,1997,2604
+,9350,9455,1064,9510,904,5485,8258,955,5931,6932
+,6002,3120,4541,8008,1669,9225,7505,1620,4611,725
+,857,491,842,848,3860,4095,1464,71,1954,1585
+,3127,1289,5248,9042,6604,4866,2128,4396,8196,8516
+,5805,1480,2942,8408,3632,2900,1557,3077,6886,4392
+,4102,4757,8806,7920,4087,9157,6017,2493,9221,3536
+,1408,7023,7995,7949,8279,4338,3297,6387,7571,5735
+,7802,272,4974,5379,438,1729,5735,9392,9969,1402
+,2627,1818,9127,6599,8296,5000,1362,5759,8522,4793
+,7932,6419,3405,6963,9558,3940,2482,6628,1811,1881
-,433,0,0,0,0,0,0,0,0,0
+,6748,6589,4952,6383,403,5117,8845,1430,262,4964
+,7331,7063,3049,851,4072,1941,3346,1338,8822,7198
+,3982,6668,6227,226,781,8962,2419,9356,1463,34
+,4930,2958,1408,9471,9749,4682,9590,8039,1616,807
-,937,0,0,0,0,0,0,0,0,0
+,917,6533,7737,8128,2482,8808,1137,2866,8241,708
+,8538,6067,303,373,5325,2731,8898,4319,6388,4489
+,2382,2814,7251,8661,3933,5086,5749,9604,5156,7148
+,9101,9920,4015,5940,864,602,8025,1667,7041,5923
+,5231,6639,8194,8541,2905,4643,436,864,1611,4130
+,6399,6928,1900,9839,3531,6406,2946,7990,9627,898
+,9208,4309,5372,492,3124,9568,9407,2528,7546,1351
+,6258,8940,9108,3692,4359,9277,5012,9861,7237,3194
+,5502,1391,5069,7092,8238,6609,6026,8170,2761,4330
+,7588,5836,4757,4298,7753,4113,7828,14,5724,8041
+,2243,3276,851,6283,5469,9127,7362,2241,5384,5092
+,6560,7403,239,2186,8162,8669,9071,9661,9438,7415
+,2013,659,8252,2974,2238,6623,257,3293,3721,152
+,5571,5955,8388,5523,5313,2682,2031,1404,1544,1228
-,404,0,0,0,0,0,0,0,0,0
+,1969,754,4862,8838,4806,7624,2557,3216,6891,3771
-,527,0,0,0,0,0,0,0,0,0
-,12,0,0,0,0,0,0,0,0,0
+,6354,8398,9429,6640,1287,3898,6880,1365,2778,8895
+,5065,6369,647,3490,7033,6584,8080,6279,4182,906
+,967,6753,4097,5974,2669,2727,8359,5478,1564,1553
+,5138,2955,6157,3694,7932,8697,6155,7652,1706,9936
+,2787,7506,8071,3975,4265,9848,3121,5647,6664,7877
+,1221,1978,355,8876,1116,8071,8709,9240,6211,6201
+,4414,2534,3680,5040,819,3714,1160,6877,8847,2038
+,9875,5204,831,5256,3340,9256,8045,5253,4133,5241
+,8706,8815,7114,6176,3506,5877,6477,633,6848,6261
+,1532,1452,9805,9440,2833,1533,5561,5606,9658,2502
+,8998,1507,1628,2469,2117,7753,3650,6407,3073,9134
+,2731,7469,7263,7971,5563,1940,7125,4195,4778,8962
+,1562,2483,643,4326,7287,7231,4719,8086,5546,612
+,4162,4471,4108,1356,8306,5585,5410,5021,2815,9496
+,2478,4379,3707,725,1372,1425,8341,6729,8205,3278
+,2682,1246,5115,7090,1837,5920,3524,9921,3750,9502
+,9543,5930,6227,2,5782,6141,6713,1265,4217,686
+,4521,9709,7630,3924,731,8223,9807,5203,5636,8139
+,3038,5233,1343,712,8415,2231,7616,6980,6567,2289
+,3470,941,1032,5972,1454,5348,5948,5482,9528,9151
+,4946,8230,3021,5397,9148,6409,878,3215,8504,8191
-,153,0,0,0,0,0,0,0,0,0
+,8473,1881,6645,8936,2608,1639,1423,9758,5404,8688
+,4879,4123,1151,2195,5327,169,4049,1196,830,5668
+,1044,8034,6785,5643,9766,246,4429,851,7346,3979
+,67,9793,3330,685,9997,9902,9690,2165,1336,1915
+,3167,5491,3744,8402,2644,8984,2533,6311,5657,9219
-,947,0,0,0,0,0,0,0,0,0
+,5627,7719,2046,3760,2945,7986,2848,5356,1540,1753
+,2032,3101,225,5886,4288,9899,4368,3490,7427,1073
+,1491,2825,3144,6369,5568,4590,8495,1260,6877,3366
-,557,0,0,0,0,0,0,0,0,0
+,132,3422,9633,4179,8394,9938,6223,4328,5896,8890
+,2156,5389,636,7633,208,678,7549,4900,6012,4049
+,9504,8332,5324,4197,7944,3402,5860,3719,3954,3951
+,8113,3259,5244,7621,3426,2886,4845,9195,828,4137
+,5836,5012,6331,8817,6780,6784,5204,4062,1040,4626
+,5981,883,4733,5859,4409,9592,4732,3844,9485,7698
+,6542,7877,4143,2151,8438,949,8213,4926,3742,5936
+,9966,8577,2983,7642,6107,1722,1479,4295,631,2318
+,8621,3392,2617,3023,581,8272,2650,3058,2893,8318
+,9756,7000,1599,7594,2325,7822,6771,183,998,9406
+,4721,2720,7335,8725,9581,3540,7502,1506,112,7499
+,4723,6655,2869,8921,1128,8227,6085,3747,8573,9150
+,5925,3408,2436,3075,8034,5934,8681,5764,23,424
+,2545,7431,1247,220,7122,4231,935,7649,8187,8403
+,5243,8685,6110,5851,9764,3666,8014,8547,8170,6161
+,73,5504,8608,122,8691,453,1895,5579,5687,3171
+,4911,6260,8173,8033,5345,2479,7516,8903,3321,9494
+,1264,331,7968,8511,7888,8286,4663,176,400,9077
+,105,4169,6132,3149,2882,8478,7832,2451,5036,6125
+,7737,6613,2904,2268,3036,5380,3156,6454,5440,6437
+,397,6134,2864,9413,3605,548,199,3997,2929,9620
-,110,0,0,0,0,0,0,0,0,0
+,5385,9157,9812,3619,3483,1577,2223,9410,2939,9610
+,7799,9091,2520,9980,4421,920,4141,6754,8733,2122
+,7518,6088,2011,6861,1761,9910,3018,3961,9906,68
+,8648,26,693,1994,3982,9786,1295,377,6774,4030
+,9432,5273,6892,2879,9827,3519,5434,569,943,3477
+,4001,3763,9948,1085,2097,2264,9535,7050,430,5824
+,5715,775,5101,4255,6937,5480,1164,5738,6254,4070
+,1196,4978,7091,2602,8879,6756,8883,6240,568,4463
+,2674,7757,2768,4349,5631,7100,7457,7418,7448,705
+,8177,8723,5751,7678,348,2957,3397,3011,3067,1142
+,1939,1459,7774,9988,9471,9650,1845,9873,5667,8357
+,1203,3642,5074,1551,6293,2919,5728,5106,2264,7133
+,4967,5990,760,998,7938,2745,7711,3055,8908,4176
+,7708,5485,8676,5380,5022,280,865,8853,5434,2007
+,1135,7271,4332,8366,2793,80,507,3631,9734,8062
+,598,1386,1811,1435,5849,5046,9920,7489,936,9830
+,5550,6026,1960,2540,8227,1387,7983,835,2009,2059
+,3271,2182,5978,9925,9367,7057,3250,1596,5900,4991
+,2795,77,8001,8148,2129,2209,8952,9398,8140,6246
+,5205,1201,8051,6411,242,7969,5959,9441,1745,2025
+,9954,3521,7211,1232,4723,3103,2096,9797,4177,4477
+,7171,3318,4777,3365,7645,9763,9144,8744,3670,1914
+,5250,6519,4175,652,1210,6096,8046,9435,615,2380
+,8530,6297,3198,4924,6855,5976,2964,4354,7964,9999
-,443,0,0,0,0,0,0,0,0,0
+,2614,8858,9714,1606,5098,8699,6276,3028,2669,8181
+,2040,4868,4602,2968,7634,4858,7517,6334,4015,1917
+,7124,9306,5550,678,1999,631,2627,4936,3227,8453
+,9989,1589,2344,2391,2737,9370,1840,1792,3954,7867
+,9138,5027,9409,7524,8314,8993,4197,872,6167,128
+,1057,5845,7784,5405,3763,5270,70,1607,7830,715
+,1741,9971,188,9157,4276,2870,4542,1002,6540,7902
-,231,0,0,0,0,0,0,0,0,0
+,6302,5793,6103,3471,1352,9665,2438,9230,9628,3134
+,9105,9632,9081,1172,874,9571,5443,6703,1977,149
+,2590,9447,1670,7541,9462,4036,8700,2489,6295,430
+,6989,951,6806,4717,7826,2093,9116,8622,897,542
+,3270,1223,5896,5169,1852,1427,4215,1152,8862,1970
+,2309,6737,8406,4168,346,104,6848,657,4774,7942
+,9219,1674,6456,1688,5508,6080,2681,2321,9489,2184
+,6994,7006,9745,4110,3827,2610,4370,8099,7399,628
+,9879,1055,5560,9433,3388,795,5981,3932,872,7164
+,3030,9904,815,2428,8303,5642,4118,1518,8737,5837
+,3328,6325,1874,4749,3644,2714,7458,7396,1372,2790
+,8154,4456,9988,4406,1915,3238,1560,1667,3134,3711
+,9120,7939,5165,4414,3501,9570,2576,8018,3867,8494
+,6073,1258,6894,8015,3878,7035,5463,4190,2077,2308
+,2071,2380,4497,6164,6719,772,8307,7458,5762,9497
+,9174,2510,3519,4694,6810,3872,5408,2937,5140,3556
+,782,3368,2420,9392,9510,9318,9110,9645,2039,1158
+,4947,1930,935,9919,4453,7000,5935,5420,8924,8299
+,1782,1614,7281,1387,7956,1333,4530,9216,8334,8233
+,6281,7207,1165,303,8525,3,7739,9114,1267,6274
+,4762,8093,3164,6128,1650,9475,1171,7598,5121,2489
+,5164,2538,4034,6364,8870,7249,8955,1289,9806,5882
+,4027,5023,7379,5463,3127,1901,6704,5421,3233,7784
+,3743,2573,1024,3704,3737,3038,4995,8479,2698,1356
+,9818,3136,5831,1957,2192,4290,4883,2821,3682,6765
+,845,4667,5209,9373,2798,1507,7089,2501,855,5314
+,764,677,299,893,7142,7749,9162,8025,2260,7768
+,1766,5610,2426,2655,4219,9040,571,6279,7656,1503
+,5786,8560,8597,3967,7284,443,6342,8156,2163,1495
-,873,0,0,0,0,0,0,0,0,0
+,5772,439,2956,6872,509,6548,4837,5840,9734,6735
+,4113,3420,479,243,6415,3950,7040,6510,5639,4836
+,4318,5331,6846,8445,3307,1591,7207,8737,4373,4679
+,5314,7706,6343,9748,7736,1598,4247,5786,2351,9184
+,7020,2349,1748,2742,4638,1476,3246,9015,9352,4726
-,18,0,0,0,0,0,0,0,0,0
+,8922,8352,8762,4638,7822,2796,1546,1072,8623,4067
+,8424,7739,6487,5317,2058,6070,1782,7802,490,2018
+,78,2641,5577,7623,8171,2856,1627,3612,9901,8002
-,961,0,0,0,0,0,0,0,0,0
