OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10 
+,2296,8352,166,7977,957,9601,4981,970,4284,6521
+,414,3117,3483,2709,6140,590,2653,410,1693,2739
+,8093,5487,553,2760,6470,6427,7640,986,6679,3991
+,9331,9286,3500,2195,1396,4110,843,7806,7901,4058
+,1102,5607,3092,8174,4932,6630,6255,1586,7160,4937
+,7040,2941,2328,6412,1534,1886,9014,8064,8088,5250
+,8455,1445,6723,8595,3403,7994,6265,2363,6216,7081
+,5052,3298,3124,1759,3376,5583,2493,7268,7680,2102
+,1939,7975,2024,9305,6436,1953,8906,47,653,3949
+,8650,5604,9728,4146,7215,6535,1590,5569,1845,7858
+,1837,3739,6260,1043,1888,2488,3301,4255,4730,2703
+,4720,9849,9959,6419,9574,9169,976,2680,2010,9767
+,1512,4058,1426,3832,8411,2101,4497,3132,7231,4674
+,4960,8363,5824,2008,2185,6695,7061,7271,445,3292
+,9632,4271,7220,138,219,1681,7805,7068,5655,8
+,4577,7083,8714,9392,4396,3016,9641,5264,2481,4219
+,5426,3175,149,1240,1811,1961,47,4498,5008,1534
+,9789,8632,890,2965,1979,163,4475,6265,2392,2164
+,8324,6324,547,1203,5330,8687,9552,9532,5692,604
+,5171,646,7353,7942,30,4039,9930,6539,6179,1895
+,9139,7400,3614,9649,9462,4391,2656,4206,1955,4080
+,3874,4349,2327,7330,6222,4375,5379,2945,7758,5224
+,8502,896,8415,7353,7623,9793,187,4825,1850,5434
+,3731,7935,3179,9472,5523,9803,5134,5564,4180,3755
+,2638,9883,3335,9709,6763,9097,8432,5588,8816,4733
+,8202,6520,3212,4081,6521,502,4127,39,9508,8332
+,55,6567,4839,839,6681,5450,3401,7605,959,1969
+,6376,1567,3115,8097,1617,8223,9649,898,6094,4345
+,3487,5108,2925,724,7251,3507,667,1593,7050,4375
+,6470,6951,6530,6707,3418,5315,5897,2103,7163,7600
+,4037,9708,2008,147,5119,4992,4590,8569,9028,3345
+,4524,5183,7556,9088,7486,4756,2850,5886,4010,4334
-,518,0,0,0,0,0,0,0,0,0
+,82,2731,2684,8973,1052,6090,7315,9264,5933,7681
+,1141,3806,4969,4090,1341,1682,8006,2962,1724,6988
+,404,1168,8920,5285,759,1354,2773,7076,4061,4987
+,5714,3110,8575,1588,7617,3824,6557,638,4969,8870
+,9421,4865,8559,4201,3819,3640,5081,3498,9575,8046
+,3026,3274,2181,287,1383,624,4154,7772,4128,6084
+,6544,4407,7215,6133,6998,6952,8644,4838,8637,5163
+,6593,7185,279,1192,222,7871,395,4109,3160,8829
+,4697,9321,4956,1723,5892,4545,4695,8149,7220,8781
+,1745,9790,2788,1296,9016,2486,1536,1929,6647,2291
+,645,5438,3967,4237,9190,9778,7199,8358,4261,7629
+,1096,7495,4523,5810,8119,36,5703,2879,4067,7443
-,64,0,0,0,0,0,0,0,0,0
+,9366,1628,2892,1539,6220,2806,7115,8682,8997,1307
+,7362,9410,583,1768,5404,6924,4096,888,6432,9044
+,4549,9127,9030,5644,7171,2120,9441,4170,9578,4673
-,21,0,0,0,0,0,0,0,0,0
+,5409,5978,3268,5279,2102,6871,6553,632,1527,1788
+,570,4582,8997,7662,2491,4332,4628,2645,6062,943
+,2554,8696,32,764,9181,1405,3590,3542,1320,9031
+,5443,1355,2653,7105,8366,7368,5184,2182,4463,8455
+,8809,8141,5068,463,7260,1831,3067,449,7243,8050
+,1863,9556,2713,5571,3211,1143,1859,7234,699,1640
+,3922,1954,3544,8991,8952,6442,6078,7012,1258,8513
+,49,7161,8147,8979,6385,220,5453,129,3966,2946
+,6402,9575,9537,3560,6737,860,9999,9090,7380,3103
+,7515,336,906,5671,8105,1762,7036,4757,4641,7754
+,1630,8483,8536,1327,5624,9930,5975,6965,6180,3732
-,613,0,0,0,0,0,0,0,0,0
+,9777,9080,8101,894,6939,3135,1466,236,5507,512
+,7917,6033,2319,7373,3943,176,6291,8106,4188,3268
+,4370,972,5217,8437,3179,6769,5119,6653,8487,4751
+,1648,4138,8950,8317,1283,7253,6025,9797,6948,196
+,6893,8701,9132,9229,9784,3964,5132,8734,9562,5970
+,8368,7390,5088,4504,7883,5826,854,3865,6845,7503
+,5700,2733,83,3480,9613,239,5091,6732,1666,453
+,4871,8600,6310,9750,6373,72,8790,1451,858,9084
+,3596,6632,8976,6099,3582,6197,4519,7968,2976,3335
+,5599,1776,6377,6691,1219,2668,8920,5329,9036,8231
+,2562,5390,4540,6492,1796,3534,3202,2373,1383,7900
+,5005,4153,3266,6805,1522,8525,5271,9854,4867,3837
+,7501,3964,3525,8208,4725,9593,8250,4132,7034,2781
+,6095,5610,2650,5956,7368,9079,6127,922,1263,9307
+,6256,7480,6072,2371,1526,8386,6797,7319,4790,7328
+,1231,6488,3661,5893,6683,4829,5855,1145,7890,5499
+,2871,5198,7409,5957,6126,5577,897,4026,9580,9734
+,2014,3942,628,9268,7977,9714,6339,6072,5054,9972
+,5672,8547,1855,3217,7803,8691,5932,3824,2211,8863
+,2919,3815,3710,1597,4974,4923,8928,1300,308,9668
+,4969,1813,8279,8462,990,4387,6639,1582,6367,3202
+,2284,5377,1445,8444,4278,3753,7248,3248,2893,5303
-,597,0,0,0,0,0,0,0,0,0
+,2081,2748,8568,5416,1689,7265,7578,5440,3563,7685
+,6174,523,2800,7413,7217,4719,3849,3212,7054,5267
-,162,0,0,0,0,0,0,0,0,0
+,4785,138,3231,9382,209,3386,7765,9768,2334,5784
-,988,0,0,0,0,0,0,0,0,0
+,2662,8141,2462,7196,1619,7905,1095,2928,7563,996
+,1261,3002,7337,4429,6808,3460,4815,6146,3295,8080
+,4164,9053,1514,6982,5177,5699,9321,6764,2768,3075
+,3084,964,2126,2055,5597,8462,2149,9297,5018,4020
+,5555,4410,325,9709,4534,5790,2072,2992,9119,9875
+,6394,2287,9606,4265,6847,6920,9127,2035,1707,1758
+,4847,58,2070,8260,7134,5906,3461,9358,1245,4522
+,4124,8909,7610,8072,7735,7472,721,4800,8875,1596
+,5876,8256,8094,4666,3931,1799,8135,7376,4511,2332
+,4865,7851,351,1209,9452,1808,7525,4052,787,6361
+,7909,1527,8229,6377,3123,1368,7618,144,582,9184
+,2380,6148,5799,5513,9758,9053,6762,6526,796,4735
-,618,0,0,0,0,0,0,0,0,0
+,5271,4953,1208,5163,449,8286,9091,1933,9808,2412
+,8554,4770,9456,3307,8558,3091,3634,5095,916,7051
+,5648,4296,9444,8891,2529,3516,3294,3400,1593,3287
+,2415,3601,2227,9274,6265,8768,4974,9736,2458,4776
-,21,0,0,0,0,0,0,0,0,0
+,1219,52,6940,693,7883,3486,63,8105,2318,6304
+,5677,9270,2578,5198,8530,1016,7291,58,2697,3188
+,4150,3616,2294,3860,6156,2327,925,2540,2726,1161
+,7298,9136,7578,329,207,9636,3235,480,7997,5658
+,2741,6124,7928,9036,5458,5453,3911,672,6630,994
+,3869,3091,4540,4473,2690,984,8277,8422,5200,9276
+,696,9772,6624,8098,7577,3611,4469,6114,7272,1243
-,117,0,0,0,0,0,0,0,0,0
+,3235,1278,5784,9209,2020,7314,9799,396,524,6549
+,4244,2450,2375,4392,7922,1055,1735,830,8832,441
+,453,2729,7056,3455,964,3005,3955,4571,4379,4068
-,889,0,0,0,0,0,0,0,0,0
+,2715,6739,8968,540,5837,9729,4541,6569,7971,9677
-,820,0,0,0,0,0,0,0,0,0
+,520,4862,6518,9083,7068,7723,9818,4079,1779,9780
+,7355,9770,1242,2857,874,6676,1359,2285,8442,4827
+,536,9891,8063,23,5812,9815,7670,4982,5771,412
+,3510,4951,4740,6156,4317,808,9463,8545,1185,3223
+,6940,2149,298,1,5396,1409,3136,7603,8853,3150
+,7492,1003,3670,1352,4769,5470,9229,5142,4589,6976
+,4908,742,4651,7978,7210,5854,9413,3341,4708,4422
+,9103,6661,2228,9488,6614,8630,7817,5362,6067,9109
-,365,0,0,0,0,0,0,0,0,0
+,7853,8937,7243,9806,6731,1225,3839,7355,2658,103
+,2286,2349,224,7358,6965,3520,9673,9451,1648,8826
+,2199,43,7078,5526,1288,6900,8572,5766,9341,2421
+,4650,2412,1228,5941,2864,9343,7952,9196,6476,2188
+,6184,2689,3278,8422,3364,4241,8454,3931,5896,2361
+,7950,7130,6902,7200,1258,1086,2826,2464,1976,4849
-,840,0,0,0,0,0,0,0,0,0
+,1322,221,6270,7399,6387,4272,878,8870,2523,279
+,5986,5107,5086,450,1145,1270,5107,213,6929,6512
+,7697,3263,986,216,6788,77,3862,8307,9890,4091
+,4696,519,6976,445,6402,9986,9406,1590,9235,3604
+,13,9492,5720,2630,2418,7698,5623,1563,9466,3944
-,858,0,0,0,0,0,0,0,0,0
+,8891,6,9302,5550,9172,8379,4046,5041,2148,6867
+,9147,3994,3729,9012,5767,7694,3419,1598,5099,4303
-,13,0,0,0,0,0,0,0,0,0
+,1347,795,4531,5529,7879,4707,6012,301,4151,5569
+,1442,6692,2517,9080,8730,1697,7650,3789,7952,955
+,2882,9093,6223,3462,2068,4628,9409,7248,237,8481
+,8773,7438,9464,4274,3656,6090,6666,1275,2908,8691
+,5356,772,7776,2399,4721,7473,5235,8319,3512,5935
+,9440,1472,7221,7341,7579,6344,8931,882,7919,4820
+,9717,9101,3312,3846,9496,9797,8181,9601,346,6070
+,4890,1957,1031,9383,2917,9481,8366,1309,4862,7171
+,9300,799,7821,3238,454,2849,1929,1480,8694,5605
+,3600,3590,3941,1523,3252,4761,8777,6,6656,2827
+,5898,857,9753,8126,1350,7385,9435,5986,3877,3116
+,4144,8183,8303,9906,7833,233,1222,1660,8513,4989
-,832,0,0,0,0,0,0,0,0,0
+,3118,94,8625,8645,1454,6630,1469,4018,7037,242
+,6905,3080,5448,3198,2501,6692,6895,4274,2651,874
+,4739,739,1001,6737,5665,5850,7394,8589,7567,6480
+,4783,2831,4048,4336,2104,3946,2893,7416,4557,2074
+,5612,5745,8603,845,2246,747,469,9487,3238,9400
+,2152,22,1864,1801,3448,5779,7701,8857,9748,141
+,4631,6655,8648,1621,2070,8980,3961,2663,7822,1062
+,6434,7134,4603,5434,7018,9519,4965,8275,8821,1384
-,857,0,0,0,0,0,0,0,0,0
+,2009,2355,8917,806,5653,5550,9574,8507,3364,5389
-,967,0,0,0,0,0,0,0,0,0
+,3205,3027,1446,2343,9375,5630,8723,657,4165,5132
-,665,0,0,0,0,0,0,0,0,0
+,1431,8882,444,9243,1697,6408,8889,4417,5890,5464
+,3806,8938,9150,9922,6791,2283,9152,6875,9041,1222
+,3956,7508,944,1023,4737,6144,1361,4271,119,9871
+,4573,3883,2643,6990,9367,5900,688,6623,147,4779
+,7660,7519,2884,5894,7309,4632,2868,1324,4306,896
+,7791,7215,8633,7311,6566,5118,2878,3876,450,8312
+,6408,4685,6314,1888,8136,5767,8224,6411,2546,6947
+,6296,210,7941,7012,7590,282,255,18,6989,8909
+,4409,4672,7154,5029,181,9573,9147,6287,4283,9161
-,499,0,0,0,0,0,0,0,0,0
+,3079,758,5603,7854,2572,417,4231,3437,2095,2722
+,757,6612,3778,682,3356,5457,4693,2590,5327,3241
+,5164,1582,949,6815,4266,7808,5206,8682,7813,4110
+,8091,9180,7805,9972,9568,5807,9358,6903,980,9845
+,6497,5130,1426,7779,8255,1191,8281,2600,9478,1754
+,7505,3562,2568,6881,7419,5478,5096,648,2702,6427
+,601,3900,7137,8428,2146,4647,1788,2674,2937,6055
+,7436,8343,2343,6168,1194,2265,3554,1623,3594,925
-,812,0,0,0,0,0,0,0,0,0
+,6642,3270,4165,7355,1743,8005,2906,8993,8745,3998
+,8046,2653,5513,5752,8417,9593,4106,3300,305,2337
+,9391,1499,623,2854,4943,6797,8299,4156,2922,70
-,53,0,0,0,0,0,0,0,0,0
+,1810,7198,1870,811,519,3590,5056,2044,360,1379
+,1681,2688,9661,2113,6963,5844,7207,5837,4269,2753
+,163,4068,515,1910,666,4413,1688,1165,6937,1421
+,8006,8960,8151,2850,8082,4249,711,2443,69,9239
+,6992,9147,828,1731,5294,3047,9163,336,376,2819
+,6853,2458,7280,775,6672,7024,4248,6851,1918,5048
+,2656,3839,118,91,2543,7440,4894,8377,7944,9326
+,4513,9010,4747,5680,3254,343,7128,9560,9411,7067
+,2869,503,5457,634,9214,3921,5102,4282,1934,2054
+,4842,2265,4698,7333,5761,3072,8273,5801,2457,9586
+,8078,1374,1050,8877,1838,9283,5177,840,725,5861
+,2777,9874,9969,6989,3657,2333,2307,6972,8999,1073
+,3463,4519,3,1044,1316,7105,7673,9846,8814,9034
+,7194,8163,576,869,8060,7860,8593,1060,8380,5867
+,1755,8988,1205,9102,6686,1520,5387,1013,7688,2883
+,2348,8018,1116,7907,880,9481,55,8154,2853,7072
+,4480,6358,7055,2172,4622,2826,762,7302,7571,5816
+,9216,8360,8805,1108,930,4896,3009,6714,6462,3187
+,4222,4192,6018,5938,739,4752,9594,6983,2729,8859
+,1732,2204,9130,6414,8385,9021,1950,626,5754,1645
+,1661,1061,4127,7706,5610,4756,9608,8797,8906,908
+,6515,972,9960,4682,5696,7562,6795,6267,9949,6511
+,5233,1863,9795,6642,8823,3812,7193,5195,774,8577
+,5766,5194,4718,4314,2612,5615,3763,7808,2054,775
-,770,0,0,0,0,0,0,0,0,0
+,734,9363,9036,7026,6852,3308,2032,5067,7452,3295
+,5789,6366,7129,6558,8436,5373,4352,3184,9979,278
+,9876,9343,3339,6153,6726,7110,8864,7653,5054,7790
+,9770,2499,3327,7252,8151,7941,825,5206,9171,893
+,7873,7685,7129,6682,1555,2749,2412,6801,3252,6372
+,5888,1760,9221,9883,906,7707,6103,9265,6216,1737
+,2523,5452,8580,9615,2458,6805,8245,4955,2581,9744
+,5723,783,5190,4971,6658,6678,1578,6829,5819,2682
+,3967,282,1690,2298,7983,8920,1772,932,5252,4910
+,858,827,3283,8553,2772,7430,3474,2021,4939,9359
+,1278,8944,1751,9640,5580,3600,5427,7456,47,3297
+,4744,5154,2162,4427,3298,4970,1348,7308,8828,9045
+,8335,9111,5372,8292,1125,8717,6288,9608,130,8869
+,3304,5219,2220,5319,9226,7423,5790,9632,2632,7102
+,919,145,4935,5568,1659,6747,6319,7828,9750,2649
+,7723,2238,9581,2863,8585,2314,8932,8662,3631,357
+,9088,1281,4975,117,4284,1339,9578,2599,1038,8306
+,5010,7159,3633,5016,4829,2683,2988,9215,3027,3537
+,7993,5643,7883,1632,9589,9669,3273,9064,5975,2582
+,9140,4792,5090,2104,7375,1658,9609,2664,7900,3393
+,4096,9666,4561,6892,2541,5898,4190,6138,3588,2751
+,8957,2187,2180,5533,2507,6917,6373,2435,6547,9480
+,8170,8252,6206,5968,3894,5048,1188,5493,4028,5901
+,1181,518,3402,7930,2092,7024,7296,8120,6759,2159
+,3836,2913,1412,4432,2381,1888,3079,1261,5399,320
+,5456,2555,4832,9974,8533,8490,5711,1141,8842,4067
+,7713,127,5003,7565,2081,5892,7255,706,3903,8163
-,625,0,0,0,0,0,0,0,0,0
+,2144,3020,8512,9993,3709,7669,5551,69,4289,580
+,4581,9308,6729,1364,6909,4277,2822,8709,2506,1982
+,9682,2124,6367,7478,4339,3722,5053,6961,9427,9497
+,3251,6480,4272,7100,3107,3117,3644,1805,1049,245
+,5496,4500,5547,4527,3958,8745,2969,2341,2393,5152
+,3862,1400,4604,4362,1264,6100,3936,6240,5517,7842
+,5118,8233,4211,8380,4667,4222,5626,9924,3915,9844
+,6244,5326,2453,9743,6940,2162,8467,3869,3172,7338
+,8301,8219,5919,7212,478,7524,2632,1586,3972,7330
-,257,0,0,0,0,0,0,0,0,0
+,2305,6935,2886,8168,6467,2865,4150,7653,5723,3300
+,1133,8720,7225,3032,2226,6350,4333,1166,1416,503
-,962,0,0,0,0,0,0,0,0,0
+,5686,3336,876,5686,7065,8228,6223,1510,6075,40
+,6757,714,9033,1096,8651,4670,9521,6524,2745,5268
-,699,0,0,0,0,0,0,0,0,0
+,3443,5793,5003,7350,5206,4591,5923,8795,1606,6880
+,1087,8454,6773,1280,8083,6496,7661,6666,9639,9139
+,6498,969,9351,3628,2555,4342,4582,9391,639,7119
+,6036,308,3156,1243,7149,2856,145,679,2410,5103
+,902,1601,8726,3044,6592,9126,8370,774,3975,1914
-,528,0,0,0,0,0,0,0,0,0
-,674,0,0,0,0,0,0,0,0,0
+,1315,7326,9690,3873,5462,4185,3627,6189,7537,1266
+,5318,860,1597,603,5277,2530,7076,3284,7654,1625
+,3926,432,5720,6908,7640,973,4961,3495,5555,7047
+,8916,3040,8455,6960,9898,6911,3654,2145,7063,159
+,4610,304,3681,6663,2103,8419,7052,1848,6345,660
+,2161,6363,4812,8840,1131,5043,9290,5724,5790,7401
-,289,0,0,0,0,0,0,0,0,0
+,1422,7121,7378,6759,7992,3838,1164,1534,9909,4303
+,3686,3444,948,3068,5646,2259,2585,4005,8969,7517
+,958,4852,8970,3266,9371,1536,3747,3018,3939,3134
+,9459,5200,7162,2914,2930,7255,5571,7143,1009,5043
+,714,7875,8603,4672,319,3367,5671,3640,1655,7235
-,541,0,0,0,0,0,0,0,0,0
+,4800,2109,4908,3928,7465,9378,4608,2692,6185,5074
+,4818,4856,8006,8378,8283,3408,7183,8116,3515,1807
+,9680,4740,1435,2828,9539,8420,3903,7780,3899,4730
+,529,4595,5653,7129,5770,6100,1783,6194,5460,3874
+,7648,5549,5102,2733,7518,7653,2433,6985,9388,330
+,9566,4499,7287,388,3984,2270,800,3053,7868,292
+,2654,3594,9174,6331,8172,8474,8890,5387,6030,4801
+,6431,2405,7731,3531,9554,812,9232,3356,6617,9199
+,6286,2290,7515,3257,7827,1601,5356,3351,2965,3954
+,9297,7753,6232,6421,4388,2862,2831,2118,3672,1273
+,6250,642,475,592,4533,2983,7225,9707,2229,935
+,3539,5215,45,6925,8520,2788,6077,8162,2974,6633
+,9997,1323,2183,12,156,4440,3023,399,7709,8962
+,9426,9816,669,3393,6751,710,1734,7899,7344,1726
+,301,5683,1788,7203,9849,8524,6110,3453,4700,308
+,5880,8361,7497,9263,5719,8333,7445,7190,264,4464
+,4855,4695,2081,9170,7119,1696,3760,9076,3632,5576
+,1764,4441,7912,5354,5998,7455,8922,7812,4568,2538
+,1722,1465,6676,7948,6482,6643,6267,379,2939,5274
+,9004,4168,141,7923,8719,542,2960,1240,2857,6926
+,9754,8908,9555,435,404,6230,9189,5610,479,4372
+,3494,1700,8086,3705,2037,8420,9695,9878,9303,2033
+,3990,436,2404,5816,4676,2391,2782,6164,5003,8256
+,175,1990,2707,2604,6247,9724,9468,5984,6727,5137
+,3803,6804,6952,5862,6187,4134,3524,2425,3757,9524
+,5698,5127,8194,2589,2244,9889,8176,4601,8393,6321
+,9974,5230,4304,3408,3609,8779,8793,322,9984,4515
+,2042,7372,1616,3979,2857,6021,1037,8914,7876,1638
+,1111,1750,3562,3324,2104,8709,811,5667,7262,4631
+,811,8337,2506,9984,3372,8196,7800,1471,7522,2817
+,7589,7025,4233,3716,4104,1224,3394,887,2816,6964
+,5056,1029,2447,723,2990,9202,4551,9977,4321,8161
+,495,7737,7286,958,2378,1851,2913,2856,2052,4851
+,2870,6553,6899,4682,8212,3655,864,2178,4771,4668
+,8443,362,6826,7774,9461,605,424,6368,1055,6553
+,2837,104,6177,7510,1836,6640,1722,8784,422,3234
+,6527,6232,3822,8325,5216,1343,1335,7587,5892,7036
+,4092,2720,3901,2031,6171,2058,8665,9026,2526,1451
+,7161,3519,8031,8239,1728,5818,5151,7426,2945,9776
+,5557,4013,5085,6161,1713,9273,3369,2815,163,4041
+,1665,3157,3852,83,7460,7257,1870,8794,4489,4282
-,443,0,0,0,0,0,0,0,0,0
+,5432,1145,4056,9226,816,5325,3169,3847,112,8134
+,4594,6040,8443,3922,8495,8254,7921,9170,9112,7617
+,4151,2878,6612,9427,8494,9790,5852,8513,2050,2807
+,2522,2481,2427,8838,7198,7443,986,8358,7465,2373
+,8748,6833,5507,8271,9052,7762,592,2466,3798,8236
+,9855,7394,2535,7960,1125,8827,3501,2187,3778,5162
-,366,0,0,0,0,0,0,0,0,0
+,2219,1569,1289,6633,7693,8207,3149,5795,8010,1686
+,7919,8398,9678,628,7629,1706,8416,2477,3985,2628
+,1150,3394,16,7214,9586,2429,3450,166,3649,9164
+,5884,4312,4731,4994,6433,3022,1962,473,1004,2349
+,222,9212,3341,7682,8879,1083,4631,3253,1177,9443
+,3141,4118,8071,1440,1622,8536,7241,1697,6978,4211
+,6921,8801,2902,1204,7530,7780,300,854,1227,1357
+,2064,9032,9359,8845,7553,4514,6755,4771,9735,1158
+,7200,3471,5625,7600,5582,3418,2934,8940,1607,4121
+,7422,9338,3670,406,3228,5520,4434,8274,9875,2432
-,416,0,0,0,0,0,0,0,0,0
+,3938,8469,2771,9846,1428,6125,2231,3914,4282,2591
-,662,0,0,0,0,0,0,0,0,0
+,5053,2053,6211,3953,8415,6978,5702,2837,8937,4772
+,4492,6216,3937,2169,7958,7759,68,9995,6655,5800
+,5467,3818,7342,566,6381,4105,2063,4761,5598,3007
+,386,8782,5509,4091,1492,8254,7263,5847,6271,3138
+,3644,8636,1781,2449,2518,8611,3472,2583,3521,9140
+,6823,1572,8292,7362,3640,7342,6358,1567,9523,8323
+,9899,8260,4965,7875,324,5222,9560,3128,5097,4
+,3170,9130,381,5850,3785,1186,1728,8886,1635,2486
+,5683,2924,180,7522,8174,5065,9865,6543,1725,5278
+,4487,3753,2872,1658,9936,3313,9764,7089,1308,7087
+,2743,4024,6537,4355,3736,5274,9815,2070,4116,465
+,2262,7076,3232,3262,161,8387,103,1802,6026,7088
-,309,0,0,0,0,0,0,0,0,0
-,188,0,0,0,0,0,0,0,0,0
+,7392,5717,4707,1092,5896,3700,3635,4878,8728,7548
+,7608,2578,5594,8066,6698,8854,2541,2109,3893,6474
+,1449,7958,5304,5147,7459,9272,7509,558,1821,4011
+,7842,9146,6240,534,9300,7889,4776,8760,4119,3215
+,4808,8064,7868,7853,666,3585,5199,1399,8634,3995
+,4158,7469,6902,6765,4588,6385,5017,4397,1111,5508
+,9934,7016,4922,9414,6117,2192,7846,1439,5846,6723
+,6603,4272,9852,1187,6474,9846,5695,2679,8162,8218
+,7038,4256,2781,410,3586,7169,3458,1623,9667,5512
+,9,1021,2430,5398,3336,3988,3815,4873,44,6586
+,4919,8485,2543,4456,2958,4521,9998,7238,639,1556
+,6164,5256,4328,300,5131,7145,2243,231,6450,7137
+,9005,1364,8074,8984,5807,2118,4574,4666,9106,2964
+,7879,3498,4048,4683,1555,4046,4159,1762,8442,1109
+,7883,7415,4245,4469,5745,8876,367,2740,7326,4218
+,1860,7342,7497,8267,2149,1001,2284,9496,5244,7088
+,2352,881,4630,6005,8567,7464,9285,7354,2023,5532
+,4792,990,1026,9879,2249,7566,9687,998,3871,6210
+,6261,8994,2853,9284,2898,6554,5318,5318,9300,8022
-,452,0,0,0,0,0,0,0,0,0
+,7595,1376,3638,8471,2574,6501,5609,1446,1856,2913
+,4290,3862,8500,8951,1222,8561,730,2582,4073,8934
+,4,2085,4935,7044,2377,7529,4026,5746,9666,8346
+,3306,3262,8235,2482,3778,8665,6348,5661,1721,2968
+,5212,5428,5137,4466,5850,6763,2040,6676,6626,8448
+,5485,6042,4114,4919,187,7867,6224,8219,1129,8753
+,2254,8259,8486,2914,1088,2014,9632,5634,5989,7130
+,7486,7203,992,4038,119,1260,52,8349,6572,4413
+,5012,7178,5429,459,9789,8825,1490,6523,5405,4907
+,1078,5442,8759,4407,2176,5971,9559,5994,9828,2605
+,1275,9672,3972,9760,3264,3050,751,457,9094,9338
+,5624,808,5714,4497,5580,8849,1075,5294,2880,3979
+,8343,255,4551,7163,4865,8611,5821,8452,8343,9403
+,9031,4019,7611,8909,5097,2858,2704,4102,9402,7569
+,3931,1422,3158,686,3722,9908,9040,6771,1848,5116
+,239,4872,5614,4914,2926,6684,956,5419,8442,9151
+,1011,7829,1364,2810,6967,6435,1702,713,5766,3650
+,6284,1646,5543,4015,5974,4846,8804,1316,5056,6967
+,287,5169,846,4514,6100,4298,1800,362,2909,584
+,1776,9522,5299,2890,6826,2327,4464,9748,6549,9679
+,5574,5088,4643,3473,6590,3093,7029,1415,2719,3214
+,1026,5261,3205,1517,5781,1390,1827,5451,4621,9615
+,2795,7404,1519,9139,4787,9737,7380,6475,3656,2010
+,7290,139,5107,727,5363,9689,4589,2462,7020,3562
+,6949,381,3725,6112,3563,3169,3214,4613,6492,3355
-,930,0,0,0,0,0,0,0,0,0
+,9856,154,8752,5287,5958,9621,6274,8023,2912,3087
+,8178,4938,3363,1799,6792,3928,6218,9745,2164,7591
+,3882,9955,5203,5979,3837,858,3761,931,1153,8573
+,274,7177,6687,5663,2835,4793,155,8850,1926,1441
+,7000,2029,7314,919,4770,8273,8012,8142,7639,7964
+,9341,1301,2536,9215,6130,7877,7347,8355,5933,3928
+,5117,4226,7432,8934,3623,51,8665,2356,1460,963
+,8207,6986,1887,2130,2456,9727,395,1172,3238,8794
+,804,7926,5666,1767,9082,2128,3413,727,2811,9588
+,839,5375,9295,5393,829,1172,9163,6140,2959,407
+,5374,673,6310,6771,3027,9282,4230,2518,9400,6177
+,9199,3527,9219,3263,2569,2985,1380,685,654,958
-,536,0,0,0,0,0,0,0,0,0
-,857,0,0,0,0,0,0,0,0,0
+,3581,5915,5056,743,6779,4127,4385,6791,7746,4904
-,134,0,0,0,0,0,0,0,0,0
+,8896,3216,1128,8473,8123,1811,1504,7283,9988,9078
+,2881,3475,1074,3971,640,7133,8441,9952,6089,9584
-,178,0,0,0,0,0,0,0,0,0
+,3573,934,7931,9498,0,4475,4047,8480,2309,5793
+,6478,4268,7312,2905,5472,7658,9032,728,3128,48
+,3682,995,5908,4135,8518,7202,3879,6619,2255,2724
-,581,0,0,0,0,0,0,0,0,0
+,8605,1362,6314,2636,1817,4382,6734,6184,8350,6755
+,5664,3345,9286,6150,6188,7305,4019,4287,5475,6256
